Rank,CCA3,Country/Territory,Capital,Continent,2022 Population,2020 Population,2015 Population,2010 Population,2000 Population,1990 Population,1980 Population,1970 Population,Area (km²),Density (per km²),Growth Rate,World Population Percentage,Country,Code,Year,GDP-Growth,GDP-Per-Capita,GDP,Host_country,Host_city,Country_Name,Country_Code,Gold,Silver,Bronze
99,AUT,Austria,Vienna,Europe,8939617,8907777,8642421,8362829,8010428,7678729,7547561,7465301,83871,106.5877,1.002,0.11,Austria,AUT,1988,4.34564156052724,33888.9955929164,260194624813.073,South Korea,Seoul,Austria,AUT,1,0,0
99,AUT,Austria,Vienna,Europe,8939617,8907777,8642421,8362829,8010428,7678729,7547561,7465301,83871,106.5877,1.002,0.11,Austria,AUT,1992,2.40211876340426,35643.0276843652,282867273580.389,Spain,Barcelona,Austria,AUT,0,2,0
99,AUT,Austria,Vienna,Europe,8939617,8907777,8642421,8362829,8010428,7678729,7547561,7465301,83871,106.5877,1.002,0.11,Austria,AUT,1996,3.58143100907364,39405.4160313155,314328689139.021,United States,Atlanta,Austria,AUT,0,1,2
99,AUT,Austria,Vienna,Europe,8939617,8907777,8642421,8362829,8010428,7678729,7547561,7465301,83871,106.5877,1.002,0.11,Austria,AUT,2000,1.65154940733892,42859.3293954947,346387257223.224,Australia,Sydney,Austria,AUT,2,1,0
99,AUT,Austria,Vienna,Europe,8939617,8907777,8642421,8362829,8010428,7678729,7547561,7465301,83871,106.5877,1.002,0.11,Austria,AUT,2004,3.45404103230437,45951.7346927938,379958397501.957,Greece,Athens,Austria,AUT,2,4,1
99,AUT,Austria,Vienna,Europe,8939617,8907777,8642421,8362829,8010428,7678729,7547561,7465301,83871,106.5877,1.002,0.11,Austria,AUT,2008,1.83709459152502,46858.0432733717,391892746544.69,China,Beijing,Austria,AUT,0,1,2
91,AZE,Azerbaijan,Baku,Asia,10358074,10284951,9863480,9237202,8190337,7427836,6383060,5425317,86600,119.6082,1.0044,0.13,Azerbaijan,AZE,1996,10.0000002781915,1414.02227815474,11189158287.0384,United States,Atlanta,Azerbaijan,AZE,0,1,0
91,AZE,Azerbaijan,Baku,Asia,10358074,10284951,9863480,9237202,8190337,7427836,6383060,5425317,86600,119.6082,1.0044,0.13,Azerbaijan,AZE,2000,9.43891634238625,1964.98632844986,16057770026.7758,Australia,Sydney,Azerbaijan,AZE,2,0,1
91,AZE,Azerbaijan,Baku,Asia,10358074,10284951,9863480,9237202,8190337,7427836,6383060,5425317,86600,119.6082,1.0044,0.13,Azerbaijan,AZE,2004,34.4662093637953,3921.02755330664,33268154327.4079,Greece,Athens,Azerbaijan,AZE,1,0,4
91,AZE,Azerbaijan,Baku,Asia,10358074,10284951,9863480,9237202,8190337,7427836,6383060,5425317,86600,119.6082,1.0044,0.13,Azerbaijan,AZE,2008,4.7888327097976,5842.80578358576,52902703376.1056,China,Beijing,Azerbaijan,AZE,1,1,4
91,AZE,Azerbaijan,Baku,Asia,10358074,10284951,9863480,9237202,8190337,7427836,6383060,5425317,86600,119.6082,1.0044,0.13,Azerbaijan,AZE,2012,2.79728938165775,6072.58603960072,57902587621.89,Great Britain,London,Azerbaijan,AZE,2,2,5
176,BHS,Bahamas,Nassau,North America,409984,406471,392697,373272,325014,270679,223752,179129,13943,29.4043,1.0051,0.01,"Bahamas, The",BHS,1964,9.07192871148786,23860.6272862576,3492766343.41696,Japan,Tokyo,Bahamas,BAH,1,0,0
176,BHS,Bahamas,Nassau,North America,409984,406471,392697,373272,325014,270679,223752,179129,13943,29.4043,1.0051,0.01,"Bahamas, The",BHS,1992,3.14891561997803,26291.9793474048,7252537335.06421,Spain,Barcelona,Bahamas,BAH,0,0,1
176,BHS,Bahamas,Nassau,North America,409984,406471,392697,373272,325014,270679,223752,179129,13943,29.4043,1.0051,0.01,"Bahamas, The",BHS,1996,4.71648221554824,29017.2910405495,8432337724.51058,United States,Atlanta,Bahamas,BAH,0,1,0
176,BHS,Bahamas,Nassau,North America,409984,406471,392697,373272,325014,270679,223752,179129,13943,29.4043,1.0051,0.01,"Bahamas, The",BHS,2000,2.70456161502959,32236.4487923714,9917865835.46098,Australia,Sydney,Bahamas,BAH,2,0,1
176,BHS,Bahamas,Nassau,North America,409984,406471,392697,373272,325014,270679,223752,179129,13943,29.4043,1.0051,0.01,"Bahamas, The",BHS,2004,2.51684911910282,31632.4534870083,10471385975.1648,Greece,Athens,Bahamas,BAH,1,0,1
176,BHS,Bahamas,Nassau,North America,409984,406471,392697,373272,325014,270679,223752,179129,13943,29.4043,1.0051,0.01,"Bahamas, The",BHS,2008,1.53877740677106,28443.4076553352,10095760000.0,China,Beijing,Bahamas,BAH,0,1,1
176,BHS,Bahamas,Nassau,North America,409984,406471,392697,373272,325014,270679,223752,179129,13943,29.4043,1.0051,0.01,"Bahamas, The",BHS,2012,-0.147988573034226,28094.535221754,10412761872.8443,Great Britain,London,Bahamas,BAH,1,0,0
154,BHR,Bahrain,Manama,Asia,1472233,1477469,1362142,1213645,711442,517418,362595,222555,765,1924.4876,1.0061,0.02,Bahrain,BHR,2012,4.34984232980895,22396.0791053192,29922841390.6393,Great Britain,London,Bahrain,BRN,1,0,0
186,BRB,Barbados,Bridgetown,North America,281635,280693,278083,274711,264657,258868,253575,241397,430,654.9651,1.0015,0.0,Barbados,BRB,2000,0.801479654747212,14837.0194098359,4056812032.13438,Australia,Sydney,Barbados,BAR,0,0,1
96,BLR,Belarus,Minsk,Europe,9534954,9633740,9700609,9731427,10256483,10428525,9817257,9170786,207600,45.9295,0.9955,0.12,Belarus,BLR,1996,8.39999142031994,2608.67517443181,26266750331.3539,United States,Atlanta,Belarus,BLR,1,6,8
96,BLR,Belarus,Minsk,Europe,9534954,9633740,9700609,9731427,10256483,10428525,9817257,9170786,207600,45.9295,0.9955,0.12,Belarus,BLR,2000,5.04526748002185,3204.19898457435,31611178883.8695,Australia,Sydney,Belarus,BLR,3,3,11
96,BLR,Belarus,Minsk,Europe,9534954,9633740,9700609,9731427,10256483,10428525,9817257,9170786,207600,45.9295,0.9955,0.12,Belarus,BLR,2004,9.99999481247369,4724.92454603076,45382541170.3599,Greece,Athens,Belarus,BLR,2,5,6
96,BLR,Belarus,Minsk,Europe,9534954,9633740,9700609,9731427,10256483,10428525,9817257,9170786,207600,45.9295,0.9955,0.12,Belarus,BLR,2008,7.79826682269731,6181.39991568753,58665088956.0255,China,Beijing,Belarus,BLR,3,4,7
96,BLR,Belarus,Minsk,Europe,9534954,9633740,9700609,9731427,10256483,10428525,9817257,9170786,207600,45.9295,0.9955,0.12,Belarus,BLR,2012,1.72638485417005,6817.28921850647,64590481690.9209,Great Britain,London,Belarus,BLR,2,5,3
81,BEL,Belgium,Brussels,Europe,11655930,11561717,11248303,10877947,10264343,9959560,9828986,9629376,30528,381.8111,1.0038,0.15,Belgium,BEL,1960,5.21200350925577,14465.9774292722,133384673232.843,Italy,Rome,Belgium,BEL,0,2,2
81,BEL,Belgium,Brussels,Europe,11655930,11561717,11248303,10877947,10264343,9959560,9828986,9629376,30528,381.8111,1.0038,0.15,Belgium,BEL,1964,3.15589498173436,16692.0169886591,159038316308.665,Japan,Tokyo,Belgium,BEL,2,0,1
81,BEL,Belgium,Brussels,Europe,11655930,11561717,11248303,10877947,10264343,9959560,9828986,9629376,30528,381.8111,1.0038,0.15,Belgium,BEL,1968,5.59182153579091,20070.5515670758,193792194112.927,Mexico,Mexico City,Belgium,BEL,0,1,1
81,BEL,Belgium,Brussels,Europe,11655930,11561717,11248303,10877947,10264343,9959560,9828986,9629376,30528,381.8111,1.0038,0.15,Belgium,BEL,1972,4.56525805921196,24153.1034849385,236034247405.179,West Germany,Munich,Belgium,BEL,0,2,0
81,BEL,Belgium,Brussels,Europe,11655930,11561717,11248303,10877947,10264343,9959560,9828986,9629376,30528,381.8111,1.0038,0.15,Belgium,BEL,1976,2.84189660490716,25712.1987356442,252996053674.129,Canada,Montreal,Belgium,BEL,0,3,3
81,BEL,Belgium,Brussels,Europe,11655930,11561717,11248303,10877947,10264343,9959560,9828986,9629376,30528,381.8111,1.0038,0.15,Belgium,BEL,1980,0.594986930813818,27522.9585604181,271274619027.925,Soviet Union,Moscow,Belgium,BEL,1,0,0
81,BEL,Belgium,Brussels,Europe,11655930,11561717,11248303,10877947,10264343,9959560,9828986,9629376,30528,381.8111,1.0038,0.15,Belgium,BEL,1984,1.8227621153726,29264.7951487469,288604229888.201,United States,Los Angeles,Belgium,BEL,1,1,2
81,BEL,Belgium,Brussels,Europe,11655930,11561717,11248303,10877947,10264343,9959560,9828986,9629376,30528,381.8111,1.0038,0.15,Belgium,BEL,1988,3.13740245214575,33105.1611695658,329971688233.146,South Korea,Seoul,Belgium,BEL,0,0,2
81,BEL,Belgium,Brussels,Europe,11655930,11561717,11248303,10877947,10264343,9959560,9828986,9629376,30528,381.8111,1.0038,0.15,Belgium,BEL,1992,3.22697147694578,34479.9437318076,348785422253.304,Spain,Barcelona,Belgium,BEL,0,1,2
81,BEL,Belgium,Brussels,Europe,11655930,11561717,11248303,10877947,10264343,9959560,9828986,9629376,30528,381.8111,1.0038,0.15,Belgium,BEL,1996,1.97527365466989,37605.2219024284,383686379912.252,United States,Atlanta,Belgium,BEL,2,2,2
81,BEL,Belgium,Brussels,Europe,11655930,11561717,11248303,10877947,10264343,9959560,9828986,9629376,30528,381.8111,1.0038,0.15,Belgium,BEL,2000,1.78049554421949,40892.2142513664,422530458033.305,Australia,Sydney,Belgium,BEL,0,2,3
81,BEL,Belgium,Brussels,Europe,11655930,11561717,11248303,10877947,10264343,9959560,9828986,9629376,30528,381.8111,1.0038,0.15,Belgium,BEL,2004,2.50614023797755,43782.135925748,461812130895.081,Greece,Athens,Belgium,BEL,1,0,2
81,BEL,Belgium,Brussels,Europe,11655930,11561717,11248303,10877947,10264343,9959560,9828986,9629376,30528,381.8111,1.0038,0.15,Belgium,BEL,2008,2.74423108261561,44380.1766327308,483548031197.108,China,Beijing,Belgium,BEL,2,0,0
81,BEL,Belgium,Brussels,Europe,11655930,11561717,11248303,10877947,10264343,9959560,9828986,9629376,30528,381.8111,1.0038,0.15,Belgium,BEL,2012,1.25467698401434,44659.6394153436,500592443806.033,Great Britain,London,Belgium,BEL,0,1,2
206,BMU,Bermuda,Hamilton,North America,64184,64031,63144,63447,61371,57470,53565,52019,54,1188.5926,1.0,0.0,Bermuda,BMU,1976,1.45278450363297,56504.0914894508,3028619303.83456,Canada,Montreal,Bermuda,BER,0,0,1
144,BWA,Botswana,Gaborone,Africa,2630296,2546402,2305171,2091664,1726985,1341474,938578,592244,582000,4.5194,1.0162,0.03,Botswana,BWA,2012,4.1492898931352,7864.25328125683,16425389502.779,Great Britain,London,Botswana,BOT,0,1,0
7,BRA,Brazil,Brasilia,South America,215313498,213196304,205188205,196353492,175873720,150706446,122288383,96369875,8515767,25.2841,1.0046,2.7,Brazil,BRA,1960,5.21605942017898,3740.43327985188,286196738836.702,Italy,Rome,Brazil,BRA,0,0,2
7,BRA,Brazil,Brasilia,South America,215313498,213196304,205188205,196353492,175873720,150706446,122288383,96369875,8515767,25.2841,1.0046,2.7,Brazil,BRA,1964,4.15036023303348,3741.85563623891,320663950240.226,Japan,Tokyo,Brazil,BRA,0,0,1
7,BRA,Brazil,Brasilia,South America,215313498,213196304,205188205,196353492,175873720,150706446,122288383,96369875,8515767,25.2841,1.0046,2.7,Brazil,BRA,1968,8.76994747172604,4704.31756122819,447443002845.25,Mexico,Mexico City,Brazil,BRA,0,1,2
7,BRA,Brazil,Brasilia,South America,215313498,213196304,205188205,196353492,175873720,150706446,122288383,96369875,8515767,25.2841,1.0046,2.7,Brazil,BRA,1972,9.04212031316945,6623.41550847593,693512655666.751,West Germany,Munich,Brazil,BRA,0,0,2
7,BRA,Brazil,Brasilia,South America,215313498,213196304,205188205,196353492,175873720,150706446,122288383,96369875,8515767,25.2841,1.0046,2.7,Brazil,BRA,1976,3.23170956333574,7514.28926301439,865053643933.736,Canada,Montreal,Brazil,BRA,0,0,2
7,BRA,Brazil,Brasilia,South America,215313498,213196304,205188205,196353492,175873720,150706446,122288383,96369875,8515767,25.2841,1.0046,2.7,Brazil,BRA,1980,0.58024555339469,7660.57857291715,969050273738.546,Soviet Union,Moscow,Brazil,BRA,2,0,2
7,BRA,Brazil,Brasilia,South America,215313498,213196304,205188205,196353492,175873720,150706446,122288383,96369875,8515767,25.2841,1.0046,2.7,Brazil,BRA,1984,7.98829510486274,8316.51680867382,1148585088075.65,United States,Los Angeles,Brazil,BRA,1,5,2
7,BRA,Brazil,Brasilia,South America,215313498,213196304,205188205,196353492,175873720,150706446,122288383,96369875,8515767,25.2841,1.0046,2.7,Brazil,BRA,1988,-3.10235594875007,7983.74677607675,1189604001251.3,South Korea,Seoul,Brazil,BRA,1,2,3
7,BRA,Brazil,Brasilia,South America,215313498,213196304,205188205,196353492,175873720,150706446,122288383,96369875,8515767,25.2841,1.0046,2.7,Brazil,BRA,1992,5.3345517016817,8311.56088840077,1325134726637.11,Spain,Barcelona,Brazil,BRA,2,1,0
7,BRA,Brazil,Brasilia,South America,215313498,213196304,205188205,196353492,175873720,150706446,122288383,96369875,8515767,25.2841,1.0046,2.7,Brazil,BRA,1996,0.338097902952455,8641.27530944835,1467161088733.51,United States,Atlanta,Brazil,BRA,3,3,9
7,BRA,Brazil,Brasilia,South America,215313498,213196304,205188205,196353492,175873720,150706446,122288383,96369875,8515767,25.2841,1.0046,2.7,Brazil,BRA,2000,3.05346185795254,8954.83724534174,1607729271032.29,Australia,Sydney,Brazil,BRA,0,6,6
7,BRA,Brazil,Brasilia,South America,215313498,213196304,205188205,196353492,175873720,150706446,122288383,96369875,8515767,25.2841,1.0046,2.7,Brazil,BRA,2004,3.96198872184989,9805.72450610977,1845117253979.08,Greece,Athens,Brazil,BRA,5,2,3
7,BRA,Brazil,Brasilia,South America,215313498,213196304,205188205,196353492,175873720,150706446,122288383,96369875,8515767,25.2841,1.0046,2.7,Brazil,BRA,2008,7.52822583005563,11286.2430162457,2208871646202.82,China,Beijing,Brazil,BRA,3,4,10
7,BRA,Brazil,Brasilia,South America,215313498,213196304,205188205,196353492,175873720,150706446,122288383,96369875,8515767,25.2841,1.0046,2.7,Brazil,BRA,2012,0.503955740242247,11951.2094463497,2423271865109.14,Great Britain,London,Brazil,BRA,3,5,9
108,BGR,Bulgaria,Sofia,Europe,6781953,6979175,7309253,7592273,8097691,8767778,8980606,8582950,110879,61.1654,0.9849,0.09,Bulgaria,BGR,1980,2.33456559219091,3439.02825941883,30667386625.1523,Soviet Union,Moscow,Bulgaria,BUL,8,16,17
108,BGR,Bulgaria,Sofia,Europe,6781953,6979175,7309253,7592273,8097691,8767778,8980606,8582950,110879,61.1654,0.9849,0.09,Bulgaria,BGR,1988,-9.11737709653305,4162.81570433754,36292630364.1532,South Korea,Seoul,Bulgaria,BUL,10,12,13
108,BGR,Bulgaria,Sofia,Europe,6781953,6979175,7309253,7592273,8097691,8767778,8980606,8582950,110879,61.1654,0.9849,0.09,Bulgaria,BGR,1992,1.81801124071566,3660.40197671228,30906937186.95,Spain,Barcelona,Bulgaria,BUL,3,7,6
108,BGR,Bulgaria,Sofia,Europe,6781953,6979175,7309253,7592273,8097691,8767778,8980606,8582950,110879,61.1654,0.9849,0.09,Bulgaria,BGR,1996,6.34897902911045,4078.68930627734,33676864762.4205,United States,Atlanta,Bulgaria,BUL,3,7,5
108,BGR,Bulgaria,Sofia,Europe,6781953,6979175,7309253,7592273,8097691,8767778,8980606,8582950,110879,61.1654,0.9849,0.09,Bulgaria,BGR,2000,5.93751640002745,4532.8538693831,35524705563.8283,Australia,Sydney,Bulgaria,BUL,5,6,2
108,BGR,Bulgaria,Sofia,Europe,6781953,6979175,7309253,7592273,8097691,8767778,8980606,8582950,110879,61.1654,0.9849,0.09,Bulgaria,BGR,2004,6.87435837944525,5988.77095056511,45520779748.2063,Greece,Athens,Bulgaria,BUL,2,1,9
108,BGR,Bulgaria,Sofia,Europe,6781953,6979175,7309253,7592273,8097691,8767778,8980606,8582950,110879,61.1654,0.9849,0.09,Bulgaria,BGR,2008,1.32408780093829,6843.26694975885,50610058210.3696,China,Beijing,Bulgaria,BUL,1,1,3
108,BGR,Bulgaria,Sofia,Europe,6781953,6979175,7309253,7592273,8097691,8767778,8980606,8582950,110879,61.1654,0.9849,0.09,Bulgaria,BGR,2012,1.8375211479416,7309.4151151672,52802761608.2307,Great Britain,London,Bulgaria,BUL,0,2,1
78,BDI,Burundi,Bujumbura,Africa,12889576,12220227,10727148,9126605,6307659,5483793,4312834,3497834,27834,463.0874,1.027,0.16,Burundi,BDI,1996,4.74999999509613,240.844572896698,1489759038.01604,United States,Atlanta,Burundi,BDI,1,0,0
53,CMR,Cameroon,Yaounde,Africa,27914536,26491087,23012646,19878036,15091594,11430520,8519891,6452787,475442,58.7128,1.0263,0.35,Cameroon,CMR,1968,3.09206823596759,930.081772209456,6063911795.34387,Mexico,Mexico City,Cameroon,CMR,0,1,0
53,CMR,Cameroon,Yaounde,Africa,27914536,26491087,23012646,19878036,15091594,11430520,8519891,6452787,475442,58.7128,1.0263,0.35,Cameroon,CMR,1984,6.77166308049779,1829.19479858747,19015357944.8201,United States,Los Angeles,Cameroon,CMR,0,0,1
53,CMR,Cameroon,Yaounde,Africa,27914536,26491087,23012646,19878036,15091594,11430520,8519891,6452787,475442,58.7128,1.0263,0.35,Cameroon,CMR,2000,4.23720367718512,1181.87365299965,19332618830.0545,Australia,Sydney,Cameroon,CMR,1,0,0
53,CMR,Cameroon,Yaounde,Africa,27914536,26491087,23012646,19878036,15091594,11430520,8519891,6452787,475442,58.7128,1.0263,0.35,Cameroon,CMR,2004,3.45766879254916,1250.24417880314,22784042334.906,Greece,Athens,Cameroon,CMR,1,0,0
53,CMR,Cameroon,Yaounde,Africa,27914536,26491087,23012646,19878036,15091594,11430520,8519891,6452787,475442,58.7128,1.0263,0.35,Cameroon,CMR,2008,3.4225076411544,1285.26172565588,26143818509.6421,China,Beijing,Cameroon,CMR,1,0,0
53,CMR,Cameroon,Yaounde,Africa,27914536,26491087,23012646,19878036,15091594,11430520,8519891,6452787,475442,58.7128,1.0263,0.35,Cameroon,CMR,2012,5.88405932668046,1400.38701702896,31763379465.2944,Great Britain,London,Cameroon,CMR,0,0,1
39,CAN,Canada,Ottawa,North America,38454327,37888705,35732126,33963412,30683313,27657204,24511510,21434577,9984670,3.8513,1.0078,0.48,Canada,CAN,1960,7.4253847953911,19039.6253426197,354403586127.522,Italy,Rome,Canada,CAN,0,1,0
39,CAN,Canada,Ottawa,North America,38454327,37888705,35732126,33963412,30683313,27657204,24511510,21434577,9984670,3.8513,1.0078,0.48,Canada,CAN,1964,6.70499177653558,22530.8683855016,451698849392.536,Japan,Tokyo,Canada,CAN,1,2,1
39,CAN,Canada,Ottawa,North America,38454327,37888705,35732126,33963412,30683313,27657204,24511510,21434577,9984670,3.8513,1.0078,0.48,Canada,CAN,1968,2.86441322720563,24775.1179580582,528304615337.633,Mexico,Mexico City,Canada,CAN,1,3,1
39,CAN,Canada,Ottawa,North America,38454327,37888705,35732126,33963412,30683313,27657204,24511510,21434577,9984670,3.8513,1.0078,0.48,Canada,CAN,1972,3.28032301176297,28037.117551862,639469707972.224,West Germany,Munich,Canada,CAN,0,2,3
39,CAN,Canada,Ottawa,North America,38454327,37888705,35732126,33963412,30683313,27657204,24511510,21434577,9984670,3.8513,1.0078,0.48,Canada,CAN,1976,3.68350886059122,30744.9656739007,736747853671.715,Canada,Montreal,Canada,CAN,0,5,6
39,CAN,Canada,Ottawa,North America,38454327,37888705,35732126,33963412,30683313,27657204,24511510,21434577,9984670,3.8513,1.0078,0.48,Canada,CAN,1984,2.14365241486254,34828.6334913562,909037016484.508,United States,Los Angeles,Canada,CAN,10,18,16
39,CAN,Canada,Ottawa,North America,38454327,37888705,35732126,33963412,30683313,27657204,24511510,21434577,9984670,3.8513,1.0078,0.48,Canada,CAN,1988,0.16352306970289,36557.63290815,1012322457812.92,South Korea,Seoul,Canada,CAN,3,2,5
39,CAN,Canada,Ottawa,North America,38454327,37888705,35732126,33963412,30683313,27657204,24511510,21434577,9984670,3.8513,1.0078,0.48,Canada,CAN,1992,4.4946822739318,36995.5021536655,1072894090474.23,Spain,Barcelona,Canada,CAN,7,4,7
39,CAN,Canada,Ottawa,North America,38454327,37888705,35732126,33963412,30683313,27657204,24511510,21434577,9984670,3.8513,1.0078,0.48,Canada,CAN,1996,3.89824332519882,40226.6250882006,1213040838740.83,United States,Atlanta,Canada,CAN,3,11,8
39,CAN,Canada,Ottawa,North America,38454327,37888705,35732126,33963412,30683313,27657204,24511510,21434577,9984670,3.8513,1.0078,0.48,Canada,CAN,2000,3.01688945424614,44863.2160183574,1406913998529.75,Australia,Sydney,Canada,CAN,3,3,8
39,CAN,Canada,Ottawa,North America,38454327,37888705,35732126,33963412,30683313,27657204,24511510,21434577,9984670,3.8513,1.0078,0.48,Canada,CAN,2004,2.63456604154723,48014.9311967848,1563902678608.51,Greece,Athens,Canada,CAN,3,6,3
39,CAN,Canada,Ottawa,North America,38454327,37888705,35732126,33963412,30683313,27657204,24511510,21434577,9984670,3.8513,1.0078,0.48,Canada,CAN,2008,3.08949463821517,47450.3184700703,1613542812589.39,China,Beijing,Canada,CAN,3,9,8
39,CAN,Canada,Ottawa,North America,38454327,37888705,35732126,33963412,30683313,27657204,24511510,21434577,9984670,3.8513,1.0078,0.48,Canada,CAN,2012,2.86845396944616,50309.1598956693,1782827583707.39,Great Britain,London,Canada,CAN,2,6,10
65,CHL,Chile,Santiago,South America,19603733,19300315,17870124,17004162,15351799,13342868,11469828,9820481,756102,25.9274,1.0057,0.25,Chile,CHL,1988,3.33356547272084,5933.20706414474,78761086957.4583,South Korea,Seoul,Chile,CHI,0,1,0
65,CHL,Chile,Santiago,South America,19603733,19300315,17870124,17004162,15351799,13342868,11469828,9820481,756102,25.9274,1.0057,0.25,Chile,CHL,2000,3.10697053227061,9814.65613491896,153937081014.428,Australia,Sydney,Chile,CHI,0,0,1
65,CHL,Chile,Santiago,South America,19603733,19300315,17870124,17004162,15351799,13342868,11469828,9820481,756102,25.9274,1.0057,0.25,Chile,CHL,2004,6.31717634314714,11808.8347703093,193127635486.362,Greece,Athens,Chile,CHI,2,0,1
65,CHL,Chile,Santiago,South America,19603733,19300315,17870124,17004162,15351799,13342868,11469828,9820481,756102,25.9274,1.0057,0.25,Chile,CHL,2008,5.84417729578996,12808.034586422,218537551220.071,China,Beijing,Chile,CHI,0,1,0
1,CHN,China,Beijing,Asia,1425887337,1424929781,1393715448,1348191368,1264099069,1153704252,982372466,822534450,9706961,146.8933,1.0,17.88,China,CHN,1984,8.93970893970896,576.908756619229,615440492473.827,United States,Los Angeles,China,CHN,15,8,9
1,CHN,China,Beijing,Asia,1425887337,1424929781,1393715448,1348191368,1264099069,1153704252,982372466,822534450,9706961,146.8933,1.0,17.88,China,CHN,1988,3.90711389605592,729.160645387843,827732227234.598,South Korea,Seoul,China,CHN,5,11,12
1,CHN,China,Beijing,Asia,1425887337,1424929781,1393715448,1348191368,1264099069,1153704252,982372466,822534450,9706961,146.8933,1.0,17.88,China,CHN,1992,13.0521587222356,1116.03253544563,1330126636882.84,Spain,Barcelona,China,CHN,16,22,16
1,CHN,China,Beijing,Asia,1425887337,1424929781,1393715448,1348191368,1264099069,1153704252,982372466,822534450,9706961,146.8933,1.0,17.88,China,CHN,1996,7.83761391880707,1538.66284389771,1910919239036.1,United States,Atlanta,China,CHN,16,22,12
1,CHN,China,Beijing,Asia,1425887337,1424929781,1393715448,1348191368,1264099069,1153704252,982372466,822534450,9706961,146.8933,1.0,17.88,China,CHN,2000,9.13064594463313,2061.16228377566,2639112188146.35,Australia,Sydney,China,CHN,28,16,14
1,CHN,China,Beijing,Asia,1425887337,1424929781,1393715448,1348191368,1264099069,1153704252,982372466,822534450,9706961,146.8933,1.0,17.88,China,CHN,2004,12.7194790206909,3062.53490453063,4015044510537.74,Greece,Athens,China,CHN,32,17,14
1,CHN,China,Beijing,Asia,1425887337,1424929781,1393715448,1348191368,1264099069,1153704252,982372466,822534450,9706961,146.8933,1.0,17.88,China,CHN,2008,10.6361404632299,4550.45359583857,6087164527421.24,China,Beijing,China,CHN,48,22,30
1,CHN,China,Beijing,Asia,1425887337,1424929781,1393715448,1348191368,1264099069,1153704252,982372466,822534450,9706961,146.8933,1.0,17.88,China,CHN,2012,7.29951892117124,6096.48781698006,8317255434071.39,Great Britain,London,China,CHN,38,31,22
28,COL,Colombia,Bogota,South America,51874024,50930662,47119728,44816108,39215135,32601393,26176195,20905254,1141748,45.4339,1.0069,0.65,Colombia,COL,1972,5.74575718887391,3379.41885299845,79546065417.5547,West Germany,Munich,Colombia,COL,0,1,2
28,COL,Colombia,Bogota,South America,51874024,50930662,47119728,44816108,39215135,32601393,26176195,20905254,1141748,45.4339,1.0069,0.65,Colombia,COL,1984,5.82407613847742,4086.28861336606,124927968733.784,United States,Los Angeles,Colombia,COL,0,1,0
28,COL,Colombia,Bogota,South America,51874024,50930662,47119728,44816108,39215135,32601393,26176195,20905254,1141748,45.4339,1.0069,0.65,Colombia,COL,1988,4.28199833207572,4462.7319553392,147727919256.512,South Korea,Seoul,Colombia,COL,0,0,1
28,COL,Colombia,Bogota,South America,51874024,50930662,47119728,44816108,39215135,32601393,26176195,20905254,1141748,45.4339,1.0069,0.65,Colombia,COL,1992,5.81466190787816,4889.13180009642,174830361367.88,Spain,Barcelona,Colombia,COL,0,0,1
28,COL,Colombia,Bogota,South America,51874024,50930662,47119728,44816108,39215135,32601393,26176195,20905254,1141748,45.4339,1.0069,0.65,Colombia,COL,2000,2.50398046550686,4908.73012307454,200646110923.516,Australia,Sydney,Colombia,COL,1,0,0
28,COL,Colombia,Bogota,South America,51874024,50930662,47119728,44816108,39215135,32601393,26176195,20905254,1141748,45.4339,1.0069,0.65,Colombia,COL,2004,6.77940543932452,5684.02285577118,245554885937.816,Greece,Athens,Colombia,COL,0,0,2
28,COL,Colombia,Bogota,South America,51874024,50930662,47119728,44816108,39215135,32601393,26176195,20905254,1141748,45.4339,1.0069,0.65,Colombia,COL,2008,4.34755326848266,6326.54946861963,286103648654.545,China,Beijing,Colombia,COL,0,2,1
28,COL,Colombia,Bogota,South America,51874024,50930662,47119728,44816108,39215135,32601393,26176195,20905254,1141748,45.4339,1.0069,0.65,Colombia,COL,2012,4.72831224597601,7441.31033370509,349512460297.654,Great Britain,London,Colombia,COL,1,3,5
124,CRI,Costa Rica,San José,North America,5180829,5123105,4895242,4622252,3979193,3158253,2414303,1855697,51100,101.3861,1.0052,0.06,Costa Rica,CRI,1988,3.55306336479583,4884.60281408363,15237191210.1453,South Korea,Seoul,Costa Rica,CRC,0,1,0
124,CRI,Costa Rica,San José,North America,5180829,5123105,4895242,4622252,3979193,3158253,2414303,1855697,51100,101.3861,1.0052,0.06,Costa Rica,CRI,1996,6.96170025423865,5957.30027701254,22660897078.8244,United States,Atlanta,Costa Rica,CRC,1,0,0
124,CRI,Costa Rica,San José,North America,5180829,5123105,4895242,4622252,3979193,3158253,2414303,1855697,51100,101.3861,1.0052,0.06,Costa Rica,CRI,2000,3.29175316215708,6375.20422103903,26144234370.1645,Australia,Sydney,Costa Rica,CRC,0,0,2
130,HRV,Croatia,Zagreb,Europe,4030358,4096868,4254815,4368682,4548434,4873707,4680144,4492638,56594,71.2153,0.9927,0.05,Croatia,HRV,1996,1.861880880071,10039.5039734808,45500387340.8512,United States,Atlanta,Croatia,CRO,1,1,0
